,NVDA
24613,69.2877
24614,69.2992
24615,69.29
24616,69.39
24617,69.44
24618,69.39
24619,69.2254
24620,69.2016
24621,69.26000000000002
24622,69.32
24623,69.3686
24624,69.36
24625,69.2599
24626,69.24
24627,69.28
24628,69.29
24629,69.2835
24630,69.29
24631,69.2651
24632,69.27
24633,69.31
24634,69.3424
24635,69.29
24636,69.34
24637,69.2862
24638,69.26000000000002
24639,69.25
24640,69.27
24641,69.25
24642,69.2795
24643,69.26000000000002
24644,69.27
24645,69.22
24646,69.29
24647,69.27500000000002
24648,69.31
24649,69.29
24650,69.28
24651,69.29
24652,69.28
24653,69.271
24654,69.38
24655,69.46
24656,69.5
24657,69.5101
24658,69.56
24659,69.59
24660,69.59
24661,69.62
24662,69.6338
24663,69.55
24664,69.56
24665,69.56
24666,69.5501
24667,69.5
24668,69.51000000000002
24669,69.4554
24670,69.54
24671,69.545
24672,69.54
24673,69.54
24674,69.54
24675,69.605
24676,69.6299
24677,69.63500000000002
24678,69.65000000000002
24679,69.61
24680,69.66540000000002
24681,69.67610000000002
24682,69.62
24683,69.596
24684,69.57
24685,69.5667
24686,69.63
24687,69.64
24688,69.665
24689,69.66
24690,69.61
24691,69.65000000000002
24692,69.68
24693,69.69
24694,69.74
24695,69.72
24696,69.69
24697,69.68
24698,69.66
24699,69.6813
24700,69.67
24701,69.64
24702,69.65000000000002
24703,69.695
24704,69.605
24705,69.64
24706,69.6751
24707,69.6636
24708,69.6656
24709,69.6551
24710,69.65100000000001
24711,69.65000000000002
24712,69.66
24713,69.678
24714,69.64
24715,69.65470000000002
24716,69.631
24717,69.611
24718,69.639
24719,69.66
24720,69.655
24721,69.655
24722,69.68
24723,69.694
24724,69.66
24725,69.645
24726,69.625
24727,69.61
24728,69.5885
24729,69.59
24730,69.585
24731,69.5801
24732,69.6099
24733,69.6
24734,69.5301
24735,69.56
24736,69.54
24737,69.53
24738,69.57
24739,69.5942
24740,69.58
24741,69.5968
24742,69.57300000000001
24743,69.59
24744,69.61
24745,69.5849
24746,69.6034
24747,69.66
24748,69.685
24749,69.77
24750,69.76000000000002
24751,69.73
24752,69.745
24753,69.745
24754,69.7959
24755,69.82
24756,69.86
24757,69.8199
24758,69.81
24759,69.78
24760,69.7801
24761,69.78
24762,69.79
24763,69.79
24764,69.79
24765,69.81
24766,69.7766
24767,69.7858
24768,69.8
24769,69.83
24770,69.84
24771,69.845
24772,69.855
24773,69.86
24774,69.89
24775,69.8889
24776,69.86
24777,69.805
24778,69.829
24779,69.84
24780,69.85590000000002
24781,69.84
24782,69.86
24783,69.88
24784,69.84
24785,69.8402
24786,69.8641
24787,69.87
24788,69.8817
24789,69.89
24790,69.92
24791,69.91
24792,69.9165
24793,69.94
24794,69.905
24795,69.92
24796,69.90000000000002
24797,69.94
24798,69.93
24799,69.9647
24800,69.97
24801,69.97490000000002
24802,69.96
24803,69.949
24804,69.954
24805,69.96
24806,69.9621
24807,69.955
24808,69.975
24809,69.9564
24810,69.96
24811,69.96
24812,69.91
24813,69.91
24814,69.9292
24815,69.90000000000002
24816,69.82
24817,69.83
24818,69.81
24819,69.855
24820,69.88
24821,69.88
24822,69.93
24823,69.96
24824,69.955
24825,69.9634
24826,69.97
24827,69.9828
24828,69.945
24829,69.99
24830,69.97
24831,69.9799
24832,70.02370000000002
24833,69.98
24834,69.95650000000002
24835,69.93
24836,69.9359
24837,69.935
24838,69.95
24839,69.945
24840,69.93380000000002
24841,69.945
24842,69.955
24843,69.98
24844,69.995
24845,69.99
24846,69.985
24847,69.9801
24848,69.995
24849,70.0377
24850,70.09
24851,70.089
24852,70.08
24853,70.0847
24854,70.18
24855,70.185
24856,70.215
24857,70.219
24858,70.18
24859,70.1588
24860,70.18
24861,70.2
24862,70.22
24863,70.2
24864,70.205
24865,70.22
24866,70.205
24867,70.26000000000002
24868,70.2623
24869,70.195
24870,70.2199
24871,70.2407
24872,70.23
24873,70.255
24874,70.235
24875,70.28
24876,70.32
24877,70.3341
24878,70.29
24879,70.235
24880,70.27
24881,70.32
24882,70.3259
24883,70.3536
24884,70.34990000000002
24885,70.335
24886,70.37
24887,70.38500000000002
24888,70.395
24889,70.3699
24890,70.37
24891,70.39
24892,70.4065
24893,70.39
24894,70.39
24895,70.43
24896,70.43
24897,70.41
24898,70.43
24899,70.459
24900,70.47
24901,70.46
24902,70.4552
24903,70.45
24904,70.49
24905,70.465
24906,70.47
24907,70.485
24908,70.475
24909,70.46
24910,70.46
24911,70.51000000000002
24912,70.5
24913,70.535
24914,70.55
24915,70.52
24916,70.54
24917,70.57
24918,70.62
24919,70.57
24920,70.62
24921,70.612
24922,70.54
24923,70.55
24924,70.58
24925,70.58
24926,70.5664
24927,70.59
24928,70.605
24929,70.61
24930,70.67
24931,70.62
24932,70.5735
24933,70.575
24934,70.5741
24935,70.5192
24936,70.465
24937,70.5
24938,70.4964
24939,70.55
24940,70.58
24941,70.57
24942,70.575
24943,70.595
24944,70.585
24945,70.59
24946,70.66
24947,70.66
24948,70.65000000000002
24949,70.625
24950,70.63
24951,70.6401
24952,70.7225
24953,70.725
24954,70.78
24955,70.75
24956,70.73
24957,70.741
24958,70.7299
24959,70.745
24960,70.71
24961,70.5727
24962,70.77
24963,70.7368
24964,70.7
24965,70.42
24966,70.45
24967,70.45
24968,70.47
24969,70.465
24970,70.45
24971,70.47
24972,70.46
24973,70.59
24974,70.57
24975,70.71
24976,71.06
24977,70.93
24978,70.79
24979,70.84
24980,70.98
24981,71.26000000000002
24982,71.26000000000002
24983,71.222
24984,71.19
24985,71.1198
24986,71.0176
24987,71.01000000000002
24988,71.18
24989,71.3
24990,71.25700000000002
24991,71.195
24992,71.23
24993,71.26000000000002
24994,71.34
24995,71.47
24996,71.37
24997,71.41
24998,71.5144
24999,71.6
25000,71.52
25001,71.53
25002,71.452
25003,71.4264
25004,71.3
25005,71.355
25006,71.3721
25007,71.3999
25008,71.4699
25009,71.54
25010,71.6495
25011,71.57
25012,71.6
25013,71.5744
25014,71.57
25015,71.38
25016,71.3
25017,71.36
25018,71.48
25019,71.5001
25020,71.3967
25021,71.405
25022,71.51000000000002
25023,71.4899
25024,71.5
25025,71.51000000000002
25026,71.5
25027,71.5299
25028,71.48
25029,71.5
25030,71.54
25031,71.59
25032,71.49
25033,71.5268
25034,71.49
25035,71.3497
25036,71.13
25037,71.183
25038,71.29
25039,71.2
25040,71.2
25041,71.22
25042,71.2592
25043,71.2499
25044,71.23
25045,71.31
25046,71.31
25047,71.28
25048,71.29
25049,71.26000000000002
25050,71.28
25051,71.28
25052,71.3
25053,71.322
25054,71.34
25055,71.37
25056,71.36
25057,71.33
25058,71.42
25059,71.40000000000002
25060,71.345
25061,71.335
25062,71.32
25063,71.32
25064,71.3232
25065,71.28
25066,71.25
25067,71.27
25068,71.25
25069,71.25
25070,71.2564
25071,71.27
25072,71.23899999999998
25073,71.25
25074,71.25
25075,71.28
25076,71.43
25077,71.4354
25078,71.46
25079,71.52
25080,71.52
25081,71.49
25082,71.51000000000002
25083,71.52
25084,71.4555
25085,71.47
25086,71.47
25087,71.46
25088,71.4707
25089,71.47
25090,71.4825
25091,71.49
25092,71.49
25093,71.4956
25094,71.4867
25095,71.565
25096,71.52
25097,71.49
25098,71.47
25099,71.48
25100,71.53
25101,71.54
25102,71.55
25103,71.62
25104,71.63
25105,71.73
25106,71.8058
25107,71.87730000000002
25108,71.91
25109,71.94
25110,71.93
25111,71.91
25112,71.88
25113,71.84
25114,71.855
25115,71.89
25116,71.89
25117,71.81
25118,71.82
25119,71.8199
25120,71.79
25121,71.77500000000002
25122,71.76000000000002
25123,71.7808
25124,71.86
25125,71.82
25126,71.815
25127,71.85
25128,71.87100000000002
25129,71.862
25130,71.87
25131,71.8701
25132,71.9095
25133,71.9502
25134,71.955
25135,71.9518
25136,71.9996
25137,72.055
25138,72.06
25139,72.09999999999998
25140,72.09
25141,72.04
25142,71.97
25143,71.9908
25144,71.94
25145,71.98560000000002
25146,71.945
25147,71.94
25148,71.92
25149,71.93
25150,71.97
25151,71.98
25152,72.0386
25153,72.039
25154,72.04
25155,72.08
25156,72.045
25157,72.16169999999998
25158,72.18999999999998
25159,72.23999999999998
25160,72.235
25161,72.22
25162,72.15999999999998
25163,72.18
25164,72.185
25165,72.18
25166,72.165
25167,72.185
25168,72.22
25169,72.1552
25170,72.1699
25171,72.14459999999998
25172,72.07
25173,72.035
25174,71.94
25175,71.96
25176,71.975
25177,71.98
25178,71.92
25179,71.87
25180,71.7901
25181,71.72
25182,71.7793
25183,71.765
25184,71.76000000000002
25185,71.8417
25186,71.795
25187,71.72
25188,71.8
25189,71.7718
25190,71.7628
25191,71.8
25192,71.74
25193,71.686
25194,71.74
25195,71.706
25196,71.68
25197,71.66
25198,71.67
25199,71.66
25200,71.61
25201,71.6589
25202,71.66
25203,71.663
25204,71.615
25205,71.66
25206,71.68
25207,71.6311
25208,71.5647
25209,71.65000000000002
25210,71.68
25211,71.72
25212,71.722
25213,71.7165
25214,71.733
25215,71.72
25216,71.73
25217,71.72
25218,71.72
25219,71.73
25220,71.77
25221,71.745
25222,71.7679
25223,71.77500000000002
25224,71.77
25225,71.732
25226,71.672
25227,71.7
25228,71.759
25229,71.73
25230,71.76000000000002
25231,71.76000000000002
25232,71.7345
25233,71.72
25234,71.72
25235,71.71
25236,71.75
25237,71.77
25238,71.83
25239,71.845
25240,71.87
25241,71.875
25242,71.81
25243,71.73
25244,71.79
25245,71.82
25246,71.82
25247,71.85
25248,71.85
25249,71.81
25250,71.85
25251,71.81
25252,71.8233
25253,71.825
25254,71.81
25255,71.8235
25256,71.76000000000002
25257,71.77500000000002
25258,71.80199999999998
25259,71.84
25260,71.825
25261,71.82
25262,71.81
25263,71.825
25264,71.83
25265,71.82
25266,71.7856
25267,71.78
25268,71.72
25269,71.78
25270,71.82
25271,71.81
25272,71.87
25273,71.85
25274,71.835
25275,71.85600000000002
25276,71.88
25277,71.89
25278,71.90000000000002
25279,71.87
25280,71.8728
25281,71.79
25282,71.81
25283,71.82
25284,71.78
25285,71.76000000000002
25286,71.795
25287,71.8
25288,71.8
25289,71.83
25290,71.82
25291,71.88
25292,71.88
25293,71.89
25294,71.83
25295,71.83
25296,71.825
25297,71.86
25298,71.795
25299,71.82
25300,71.795
25301,71.815
25302,71.83
25303,71.79
25304,71.75
25305,71.78
25306,71.77
25307,71.79
25308,71.79640000000002
25309,71.8
25310,71.815
25311,71.82
25312,71.805
25313,71.815
25314,71.84
25315,71.835
25316,71.76000000000002
25317,71.75
25318,71.755
25319,71.7599
25320,71.68
25321,71.75
25322,71.78
25323,71.8
25324,71.78
25325,71.76000000000002
25326,71.725
25327,71.699
25328,71.725
25329,71.74
25330,71.7434
25331,71.755
25332,71.765
25333,71.74
25334,71.7799
25335,71.805
25336,71.77
25337,71.78
25338,71.81
25339,71.82
25340,71.815
25341,71.765
25342,71.805
25343,71.755
25344,71.745
25345,71.72
25346,71.77
25347,71.815
25348,71.84
25349,71.88
25350,71.87
25351,71.35
25352,71.57
25353,71.725
25354,71.7473
25355,71.53
25356,71.62
25357,71.53
25358,71.64
25359,71.64
25360,71.79
25361,71.85
25362,71.82
25363,71.93
25364,71.833
25365,71.71
25366,71.58
25367,71.67
25368,71.685
25369,71.6
25370,71.612
25371,71.45
25372,71.4724
25373,71.49
25374,71.54
25375,71.46
25376,71.425
25377,71.40000000000002
25378,71.40000000000002
25379,71.44
25380,71.47
25381,71.5
25382,71.5154
25383,71.53
25384,71.55
25385,71.63
25386,71.63500000000002
25387,71.765
25388,71.78
25389,71.95
25390,71.84
25391,71.8658
25392,71.73
25393,71.81
25394,71.92
25395,71.8556
25396,71.92
25397,71.92
25398,71.84
25399,71.79
25400,71.82
25401,71.83
25402,71.92
25403,71.97
25404,72.06
25405,72.15999999999998
25406,72.29
25407,72.15999999999998
25408,72.1689
25409,72.1642
25410,72.18999999999998
25411,72.278
25412,72.2
25413,72.245
25414,72.43999999999998
25415,72.46
25416,72.45100000000002
25417,72.51
25418,72.62
25419,72.62999999999998
25420,72.73999999999998
25421,72.72
25422,72.61029999999998
25423,72.62999999999998
25424,72.62999999999998
25425,72.53
25426,72.54999999999998
25427,72.51999999999998
25428,72.57
25429,72.5559
25430,72.5856
25431,72.58
25432,72.515
25433,72.5
25434,72.4683
25435,72.445
25436,72.37999999999998
25437,72.33
25438,72.3301
25439,72.34999999999998
25440,72.54999999999998
25441,72.62
25442,72.58
25443,72.59
25444,72.51999999999998
25445,72.539
25446,72.53
25447,72.62999999999998
25448,72.59999999999998
25449,72.59
25450,72.58
25451,72.53499999999998
25452,72.56
25453,72.56
25454,72.59999999999998
25455,72.5999
25456,72.5801
25457,72.585
25458,72.57
25459,72.5
25460,72.46439999999998
25461,72.4987
25462,72.43999999999998
25463,72.46
25464,72.43999999999998
25465,72.36499999999998
25466,72.31
25467,72.28
25468,72.32
25469,72.34999999999998
25470,72.40999999999998
25471,72.40999999999998
25472,72.42
25473,72.53
25474,72.61
25475,72.54
25476,72.4814
25477,72.5
25478,72.46
25479,72.42
25480,72.43
25481,72.40999999999998
25482,72.4065
25483,72.469
25484,72.53
25485,72.4799
25486,72.465
25487,72.4822
25488,72.485
25489,72.51
25490,72.57
25491,72.56
25492,72.48999999999998
25493,72.5656
25494,72.5
25495,72.48
25496,72.47499999999998
25497,72.4959
25498,72.50499999999998
25499,72.48999999999998
25500,72.43999999999998
25501,72.43569999999998
25502,72.40999999999998
25503,72.375
25504,72.39
25505,72.39
25506,72.4
25507,72.45
25508,72.4
25509,72.39
25510,72.4
25511,72.48
25512,72.53
25513,72.57
25514,72.60559999999998
25515,72.62999999999998
25516,72.61
25517,72.61499999999998
25518,72.62999999999998
25519,72.64
25520,72.68
25521,72.78
25522,72.82
25523,72.8344
25524,72.76
25525,72.76
25526,72.77600000000002
25527,72.7157
25528,72.75
25529,72.72
25530,72.73999999999998
25531,72.7599
25532,72.78
25533,72.79999999999998
25534,72.76
25535,72.7133
25536,72.67
25537,72.59
25538,72.65
25539,72.62999999999998
25540,72.72
25541,72.72
25542,72.73999999999998
25543,72.79899999999998
25544,72.78
25545,72.76999999999998
25546,72.74989999999998
25547,72.729
25548,72.6965
25549,72.73999999999998
25550,72.73999999999998
25551,72.875
25552,72.86
25553,72.84999999999998
25554,72.85009999999998
25555,72.8493
25556,72.92
25557,72.9
25558,72.93999999999998
25559,72.9068
25560,72.8925
25561,72.89
25562,72.89
25563,72.93
25564,72.90999999999998
25565,72.86
25566,72.87
25567,72.8811
25568,72.84999999999998
25569,72.84999999999998
25570,72.81
25571,72.82
25572,72.81
25573,72.87
25574,72.845
25575,72.73999999999998
25576,72.78
25577,72.72
25578,72.75
25579,72.76999999999998
25580,72.81
25581,72.78
25582,72.78
25583,72.81
25584,72.82
25585,72.84999999999998
25586,72.84619999999998
25587,72.83
25588,72.83
25589,72.82
25590,72.79999999999998
25591,72.81
25592,72.78
25593,72.71
25594,72.68
25595,72.665
25596,72.655
25597,72.64
25598,72.64
25599,72.62999999999998
25600,72.54
25601,72.51
25602,72.48
25603,72.4799
25604,72.51
25605,72.5
25606,72.5
25607,72.48999999999998
25608,72.51
25609,72.58
25610,72.545
25611,72.5
25612,72.5
25613,72.435
25614,72.48
25615,72.40999999999998
25616,72.3558
25617,72.29999999999998
25618,72.3164
25619,72.42
25620,72.40999999999998
25621,72.46
25622,72.385
25623,72.29
25624,72.2758
25625,72.23999999999998
25626,72.18999999999998
25627,72.21
25628,72.2
25629,72.2
25630,72.12
25631,72.23
25632,72.29
25633,72.34999999999998
25634,72.36
25635,72.39
25636,72.37
25637,72.26999999999998
25638,72.21
25639,72.28
25640,72.2741
25641,72.23999999999998
25642,72.15999999999998
25643,72.1701
25644,72.12999999999998
25645,72.1238
25646,72.12
25647,72.11
25648,72.18999999999998
25649,72.17
25650,72.18
25651,72.18
25652,72.18
25653,72.1641
25654,72.17669999999998
25655,72.2
25656,72.24049999999998
25657,72.275
25658,72.29
25659,72.28
25660,72.245
25661,72.26
25662,72.29
25663,72.275
25664,72.23
25665,72.22499999999998
25666,72.29999999999998
25667,72.23999999999998
25668,72.235
25669,72.18999999999998
25670,72.11
25671,72.105
25672,72.12999999999998
25673,72.15999999999998
25674,72.2
25675,72.23
25676,72.23
25677,72.2
25678,72.26999999999998
25679,72.34
25680,72.33
25681,72.34359999999998
25682,72.36499999999998
25683,72.3756
25684,72.37999999999998
25685,72.32
25686,72.32
25687,72.32
25688,72.25889999999998
25689,72.25
25690,72.26
25691,72.25499999999998
25692,72.25
25693,72.28
25694,72.27299999999998
25695,72.28
25696,72.275
25697,72.34
25698,72.29999999999998
25699,72.332
25700,72.31
25701,72.31
25702,72.26
25703,72.23999999999998
25704,72.2
25705,72.235
25706,72.22499999999998
25707,72.22
25708,72.23999999999998
25709,72.23999999999998
25710,72.25
25711,72.23
25712,72.23999999999998
25713,72.23999999999998
25714,72.22
25715,72.22
25716,72.22
25717,72.23399999999998
25718,72.22499999999998
25719,72.21
25720,72.21
25721,72.18999999999998
25722,72.18999999999998
25723,72.18
25724,72.22
25725,72.2411
25726,72.28
25727,72.29999999999998
25728,72.31499999999998
25729,72.28
25730,72.25
25731,72.26999999999998
25732,72.23
25733,72.25199999999998
25734,72.235
25735,72.22
25736,72.18
25737,72.18
25738,72.17
25739,72.1867
25740,72.15999999999998
25741,72.43
25742,72.65999999999998
25743,72.42
25744,72.37
25745,72.36
25746,72.45
25747,72.43999999999998
25748,72.48
25749,72.57
25750,72.61
25751,72.54
25752,72.58929999999998
25753,72.7
25754,72.78399999999998
25755,72.65999999999998
25756,72.64
25757,72.6299
25758,72.56
25759,72.46
25760,72.32
25761,72.385
25762,72.37999999999998
25763,72.47499999999998
25764,72.46
25765,72.36
25766,72.45
25767,72.62999999999998
25768,72.68999999999998
25769,72.59999999999998
25770,72.59999999999998
25771,72.48
25772,72.4752
25773,72.51999999999998
25774,72.39
25775,72.39
25776,72.36
25777,72.35009999999998
25778,72.31
25779,72.215
25780,72.17
25781,72.08
25782,72.09
25783,72.09999999999998
25784,72.08
25785,72.05
25786,72.035
25787,72.125
25788,72.07989999999998
25789,72.06
25790,71.8907
25791,71.85
25792,71.72
25793,71.68
25794,71.84
25795,71.72
25796,71.7158
25797,71.66
25798,71.67
25799,71.68
25800,71.71
25801,71.75
25802,71.72
25803,71.8
25804,71.8673
25805,71.8815
25806,71.73
25807,71.63
25808,71.68
25809,71.61
25810,71.53
25811,71.57
25812,71.53
25813,71.55
25814,71.515
25815,71.5792
25816,71.6698
25817,71.66
25818,71.665
25819,71.7147
25820,71.8
25821,71.84
25822,71.87
25823,71.88
25824,71.95
25825,71.929
25826,71.7806
25827,71.8
25828,71.81
25829,71.785
25830,71.81
25831,71.8
25832,71.747
25833,71.7986
25834,71.77
25835,71.7799
25836,71.745
25837,71.725
25838,71.75
25839,71.77
25840,71.785
25841,71.74
25842,71.67
25843,71.64
25844,71.67
25845,71.5807
25846,71.6
25847,71.60600000000002
25848,71.64
25849,71.6025
25850,71.6365
25851,71.63
25852,71.62
25853,71.68
25854,71.69
25855,71.68
25856,71.705
25857,71.62
25858,71.57
25859,71.58
25860,71.53
25861,71.52
25862,71.515
25863,71.515
25864,71.43
25865,71.29
25866,71.27
25867,71.23
25868,71.22
25869,71.1129
25870,71.22
25871,71.19
25872,71.21
25873,71.23
25874,71.23
25875,71.27
25876,71.38
25877,71.375
25878,71.44
25879,71.33
25880,71.38
25881,71.37
25882,71.24
25883,71.29
25884,71.26000000000002
25885,71.25
25886,71.245
25887,71.34
25888,71.46
25889,71.5
25890,71.51000000000002
25891,71.53
25892,71.505
25893,71.45
25894,71.38
25895,71.3753
25896,71.40000000000002
25897,71.405
25898,71.3947
25899,71.3438
25900,71.24
25901,71.31
25902,71.2899
25903,71.259
25904,71.225
25905,71.16
25906,71.18
25907,71.0903
25908,71.15000000000002
25909,71.1301
25910,71.08
25911,71.07
25912,71.03
25913,70.9899
25914,70.92
25915,70.835
25916,70.92
25917,70.965
25918,71.015
25919,71.014
25920,71.005
25921,71.0
25922,70.99
25923,70.98
25924,70.9599
25925,70.87
25926,70.81010000000002
25927,70.81
25928,70.7641
25929,70.75
25930,70.74
25931,70.72
25932,70.62
25933,70.568
25934,70.46
25935,70.52
25936,70.505
25937,70.54
25938,70.51000000000002
25939,70.57
25940,70.577
25941,70.56
25942,70.565
25943,70.52
25944,70.54
25945,70.5244
25946,70.55
25947,70.52
25948,70.55
25949,70.53
25950,70.545
25951,70.56
25952,70.59
25953,70.64
25954,70.65000000000002
25955,70.65000000000002
25956,70.61
25957,70.6107
25958,70.5838
25959,70.575
25960,70.5575
25961,70.55
25962,70.53
25963,70.605
25964,70.5947
25965,70.615
25966,70.62
25967,70.6449
25968,70.7538
25969,70.72
25970,70.785
25971,70.78
25972,70.74
25973,70.78
25974,70.77500000000002
25975,70.8
25976,70.8299
25977,70.78
25978,70.8
25979,70.82
25980,70.863
25981,70.88
25982,70.865
25983,70.91
25984,70.89
25985,70.89
25986,70.9359
25987,70.98
25988,71.03
25989,71.09
25990,71.16
25991,71.11
25992,71.08
25993,71.07
25994,71.04
25995,71.0561
25996,71.05
25997,71.02500000000002
25998,70.92
25999,70.92
26000,70.90000000000002
26001,70.95
26002,70.96
26003,71.045
26004,71.03
26005,71.05
26006,71.07
26007,71.04
26008,71.07
26009,71.05
26010,71.07
26011,71.095
26012,71.2
26013,71.22
26014,71.26000000000002
26015,71.24
26016,71.27
26017,71.27
26018,71.3
26019,71.305
26020,71.3004
26021,71.27
26022,71.26000000000002
26023,71.38
26024,71.39
26025,71.43
26026,71.40000000000002
26027,71.34
26028,71.36
26029,71.38
26030,71.35
26031,71.32
26032,71.32
26033,71.31
26034,71.3107
26035,71.2452
26036,71.3456
26037,71.33
26038,71.335
26039,71.27
26040,71.26000000000002
26041,71.33
26042,71.27
26043,71.28
26044,71.2
26045,71.18
26046,71.11
26047,71.16
26048,71.13
26049,71.13
26050,71.1405
26051,71.14
26052,71.14
26053,71.14
26054,71.12
26055,71.09
26056,71.11
26057,71.1
26058,71.13
26059,71.11
26060,71.1211
26061,71.13
26062,71.085
26063,71.08
26064,71.07
26065,71.075
26066,71.06
26067,71.06
26068,71.0301
26069,70.91
26070,70.95
26071,70.965
26072,70.92
26073,70.89
26074,70.85890000000002
26075,70.8465
26076,70.83
26077,70.79
26078,70.7756
26079,70.78
26080,70.72
26081,70.7
26082,70.74
26083,70.695
26084,70.63
26085,70.565
26086,70.5156
26087,70.42
26088,70.51000000000002
26089,70.5299
26090,70.435
26091,70.46
26092,70.43
26093,70.415
26094,70.48
26095,70.45
26096,70.47
26097,70.495
26098,70.46
26099,70.42
26100,70.46
26101,70.49
26102,70.47
26103,70.535
26104,70.6
26105,70.6486
26106,70.7
26107,70.6999
26108,70.665
26109,70.74
26110,70.78
26111,70.755
26112,70.74
26113,70.71
26114,70.71
26115,70.65000000000002
26116,70.63
26117,70.65000000000002
26118,70.68
26119,70.6757
26120,70.63
26121,70.645
26122,70.63
26123,70.63500000000002
26124,70.605
26125,70.675
26126,70.705
26127,70.645
26128,70.665
26129,70.675
26130,70.68
26131,71.2
26132,71.09
26133,71.0301
26134,71.4336
26135,71.2
26136,71.3801
26137,71.58
26138,71.795
26139,71.79
26140,71.73
26141,71.65000000000002
26142,71.585
26143,71.535
26144,71.3564
26145,71.5
26146,71.51000000000002
26147,71.49
26148,71.375
26149,71.39399999999998
26150,71.33
26151,71.36
26152,71.25
26153,71.1
26154,71.15000000000002
26155,71.2
26156,71.21
26157,71.1
26158,71.015
26159,70.88
26160,71.06
26161,71.09
26162,71.09
26163,71.2
26164,71.08
26165,71.115
26166,71.19
26167,71.05
26168,71.14
26169,71.07
26170,71.13
26171,71.07
26172,71.17
26173,71.15000000000002
26174,71.196
26175,71.32
26176,71.38
26177,71.44
26178,71.5
26179,71.43
26180,71.52
26181,71.52500000000002
26182,71.5
26183,71.4964
26184,71.56
26185,71.575
26186,71.54
26187,71.4908
26188,71.54
26189,71.5
26190,71.48
26191,71.47
26192,71.52
26193,71.57
26194,71.6
26195,71.585
26196,71.58
26197,71.52
26198,71.54
26199,71.6
26200,71.63
26201,71.61
26202,71.6
26203,71.55
26204,71.57
26205,71.64
26206,71.68
26207,71.72
26208,71.82
26209,71.8735
26210,71.89
26211,71.89
26212,71.875
26213,71.86
26214,71.928
26215,71.96
26216,71.97
26217,71.965
26218,71.93
26219,71.91
26220,71.87
26221,71.87
26222,71.87
26223,71.82600000000002
26224,71.74
26225,71.73
26226,71.79
26227,71.78
26228,71.84
26229,71.87
26230,71.8725
26231,71.90000000000002
26232,71.8744
26233,71.9382
26234,71.90000000000002
26235,71.93
26236,71.97
26237,71.96
26238,71.95
26239,71.94
26240,71.905
26241,71.97
26242,71.9765
26243,71.98
26244,71.98
26245,71.96
26246,71.94
26247,71.91
26248,71.865
26249,71.83
26250,71.84
26251,71.8311
26252,71.96
26253,72.09
26254,72.03
26255,71.99
26256,71.98
26257,72.0
26258,72.0199
26259,71.9901
26260,71.9812
26261,72.03
26262,72.03
26263,72.02500000000002
26264,71.965
26265,71.9927
26266,71.9175
26267,71.92
26268,71.93
26269,71.9235
26270,71.97
26271,71.9556
26272,71.95
26273,71.93
26274,71.93
26275,71.9683
26276,71.93
26277,71.98
26278,71.96
26279,71.92
26280,71.92
26281,71.946
26282,71.92
26283,71.91
26284,71.8568
26285,71.8258
26286,71.78740000000002
26287,71.81
26288,71.7808
26289,71.8
26290,71.79
26291,71.7898
26292,71.74
26293,71.74
26294,71.74
26295,71.72
26296,71.72
26297,71.7452
26298,71.77
26299,71.7899
26300,71.77
26301,71.8
26302,71.81
26303,71.81
26304,71.81
26305,71.85
26306,71.92
26307,71.93
26308,71.8859
26309,71.86
26310,71.83
26311,71.79
26312,71.75
26313,71.7046
26314,71.69
26315,71.715
26316,71.71
26317,71.67
26318,71.62
26319,71.56
26320,71.55
26321,71.55
26322,71.53
26323,71.515
26324,71.47
26325,71.43
26326,71.40000000000002
26327,71.4299
26328,71.40000000000002
26329,71.46
26330,71.47
26331,71.49
26332,71.51000000000002
26333,71.5669
26334,71.55
26335,71.54
26336,71.57
26337,71.56
26338,71.53
26339,71.5177
26340,71.51300000000002
26341,71.59990000000002
26342,71.56
26343,71.45
26344,71.38
26345,71.26000000000002
26346,71.2
26347,71.1
26348,71.15000000000002
26349,71.04
26350,70.98
26351,70.90000000000002
26352,70.89
26353,71.02
26354,70.94
26355,70.97
26356,70.97
26357,70.95
26358,70.94
26359,71.0
26360,71.11
26361,71.2688
26362,71.22
26363,71.2355
26364,71.21
26365,71.12
26366,71.2
26367,71.23
26368,71.23
26369,71.2
26370,71.17
26371,71.08
26372,71.13
26373,71.1429
26374,71.0724
26375,71.09
26376,71.06
26377,70.90000000000002
26378,70.92
26379,70.99
26380,71.0203
26381,70.99
26382,70.99
26383,71.14
26384,71.17
26385,71.13
26386,71.16
26387,71.14
26388,71.15000000000002
26389,71.08
26390,71.0315
26391,70.87
26392,71.0
26393,70.99
26394,71.05
26395,70.92
26396,70.90000000000002
26397,70.91
26398,70.8799
26399,70.75
26400,70.68
26401,70.73
26402,70.76000000000002
26403,70.76000000000002
26404,70.73899999999998
26405,70.7
26406,70.715
26407,70.65000000000002
26408,70.64100000000002
26409,70.57
26410,70.68
26411,70.59
26412,70.58
26413,70.61
26414,70.58
26415,70.63
26416,70.6364
26417,70.62
26418,70.71
26419,70.71
26420,70.66
26421,70.73
26422,70.76000000000002
26423,70.809
26424,70.8663
26425,70.93
26426,70.85
26427,70.8
26428,70.93
26429,70.84990000000002
26430,70.8503
26431,70.84
26432,70.87
26433,70.88
26434,70.91
26435,71.02
26436,70.9899
26437,71.0
26438,70.9725
26439,70.96
