,GOOGL
21004,817.08
21005,817.1
21006,817.22
21007,816.96
21008,817.1499999999999
21009,817.21
21010,817.25
21011,817.18
21012,816.97
21013,816.69
21014,816.75
21015,816.7
21016,816.83
21017,816.82
21018,817.0499999999997
21019,817.0
21020,816.9201
21021,816.8999
21022,816.76
21023,816.89
21024,816.74
21025,816.68
21026,816.59
21027,816.725
21028,816.7999999999997
21029,816.75
21030,816.58
21031,816.51
21032,816.5
21033,816.19
21034,815.96
21035,815.84
21036,815.84
21037,815.6
21038,815.52
21039,815.4099999999999
21040,815.32
21041,815.19
21042,815.2999999999997
21043,815.4239999999999
21044,815.3999999999999
21045,815.33
21046,815.6
21047,815.335
21048,815.23
21049,815.2999999999997
21050,814.69
21051,814.59
21052,814.4199999999997
21053,814.6599999999999
21054,814.68
21055,814.7799999999999
21056,814.57
21057,814.27
21058,814.47
21059,814.4099999999999
21060,814.1699999999997
21061,814.7899999999997
21062,815.355
21063,816.3999999999999
21064,815.85
21065,816.2612
21066,817.58
21067,818.6599999999999
21068,817.5499999999997
21069,816.73
21070,816.9199999999997
21071,816.7999999999997
21072,817.75
21073,816.36
21074,817.0499999999997
21075,816.7606
21076,816.39
21077,816.35
21078,814.89
21079,815.37
21080,815.6599999999999
21081,814.84
21082,814.51
21083,814.97
21084,814.75
21085,814.495
21086,814.69
21087,814.59
21088,814.97
21089,815.0
21090,815.0
21091,814.72
21092,814.49
21093,814.0
21094,814.6699999999997
21095,815.77
21096,815.9035
21097,815.81
21098,816.24
21099,816.32
21100,816.45
21101,816.39
21102,815.6
21103,814.61
21104,815.0
21105,815.49
21106,815.9199999999997
21107,816.1775
21108,816.0
21109,816.45
21110,816.37
21111,816.01
21112,817.09
21113,816.43
21114,816.23
21115,816.745
21116,816.4199999999997
21117,817.38
21118,818.1749999999997
21119,818.27
21120,818.6499999999999
21121,818.09
21122,818.455
21123,819.5
21124,819.3492
21125,819.0915999999999
21126,818.98
21127,818.5
21128,818.23
21129,817.33
21130,817.3682999999999
21131,817.3750999999999
21132,817.35
21133,817.31
21134,817.855
21135,817.1599999999999
21136,816.7999999999997
21137,817.0
21138,816.93
21139,816.7899999999997
21140,817.01
21141,816.44
21142,816.48
21143,816.46
21144,816.06
21145,815.76
21146,815.9099999999999
21147,816.0134
21148,815.43
21149,814.57
21150,814.1649999999997
21151,814.1
21152,814.0
21153,812.52
21154,813.0449999999997
21155,813.52
21156,814.33
21157,813.4099999999999
21158,813.335
21159,813.0271
21160,812.81
21161,813.5763
21162,813.85
21163,813.36
21164,813.38
21165,813.2260000000001
21166,812.615
21167,812.45
21168,812.11
21169,811.44
21170,811.85
21171,811.37
21172,811.3999999999999
21173,811.33
21174,811.2999999999997
21175,812.315
21176,812.21
21177,811.82
21178,811.9827
21179,811.63
21180,811.51
21181,812.0
21182,811.59
21183,811.88
21184,812.1699999999997
21185,812.49
21186,812.72
21187,812.61
21188,812.47
21189,812.59
21190,812.7999999999997
21191,812.52
21192,812.5299999999999
21193,812.5408
21194,812.3999999999999
21195,812.63
21196,812.31
21197,812.0299999999999
21198,811.6
21199,811.31
21200,811.555
21201,811.61
21202,811.59
21203,811.57
21204,811.7147
21205,812.25
21206,811.88
21207,811.45
21208,811.575
21209,811.8999999999999
21210,811.6
21211,811.685
21212,811.64
21213,811.07
21214,811.6599
21215,811.615
21216,811.2999999999997
21217,811.7324999999997
21218,811.86
21219,811.773
21220,811.6599999999999
21221,811.52
21222,811.38
21223,811.8325
21224,811.56
21225,811.6599999999999
21226,811.3560000000001
21227,811.5399999999997
21228,811.31
21229,811.9199999999997
21230,811.7799999999999
21231,812.19
21232,811.7799999999999
21233,811.5
21234,811.47
21235,811.3707
21236,811.1499999999999
21237,810.94
21238,810.87
21239,811.2537999999997
21240,811.33
21241,811.32
21242,810.961
21243,811.1
21244,811.0598999999999
21245,810.52
21246,810.85
21247,810.8198999999997
21248,810.37
21249,810.5974999999999
21250,811.44
21251,812.0299999999999
21252,811.61
21253,811.73
21254,811.51
21255,811.58
21256,811.68
21257,811.71
21258,811.88
21259,811.6599999999999
21260,811.6599999999999
21261,811.805
21262,811.7799999999999
21263,811.73
21264,811.885
21265,811.71
21266,811.9099999999999
21267,811.7799999999999
21268,811.5299999999999
21269,811.81
21270,811.7899999999997
21271,811.2849999999999
21272,811.005
21273,811.31
21274,811.08
21275,810.99
21276,810.33
21277,810.7799999999999
21278,810.5299999999999
21279,810.2799999999999
21280,810.48
21281,810.59
21282,810.5
21283,810.5449999999997
21284,809.6499999999999
21285,809.75
21286,809.5449999999997
21287,809.87
21288,810.45
21289,810.47
21290,810.7899999999997
21291,810.3442
21292,810.76
21293,810.76
21294,811.0499999999997
21295,811.21
21296,810.99
21297,810.7999999999997
21298,811.69
21299,811.25
21300,811.39
21301,810.99
21302,810.64
21303,810.58
21304,811.22
21305,811.09
21306,810.6485
21307,810.69
21308,810.3999999999999
21309,810.31
21310,809.7999999999997
21311,810.24
21312,810.43
21313,810.34
21314,809.87
21315,810.1599999999999
21316,809.2899999999997
21317,809.5399999999997
21318,809.76
21319,809.6060000000001
21320,809.5349999999999
21321,809.8237
21322,809.84
21323,809.46
21324,809.5399999999997
21325,809.71
21326,809.3999999999999
21327,809.3999999999999
21328,809.83
21329,809.0
21330,809.09
21331,809.2799999999999
21332,809.2799999999999
21333,809.46
21334,809.37
21335,809.74
21336,809.32
21337,809.1599999999999
21338,809.45
21339,809.93
21340,809.95
21341,809.75
21342,809.18
21343,808.8999999999999
21344,809.08
21345,809.148
21346,808.9099999999999
21347,808.2
21348,808.33
21349,808.1566
21350,807.96
21351,807.52
21352,807.72
21353,808.061
21354,808.12
21355,808.6699999999997
21356,808.25
21357,808.115
21358,807.745
21359,807.6
21360,807.64
21361,807.64
21362,807.51
21363,808.13
21364,807.9099999999999
21365,807.8999999999999
21366,808.3288999999999
21367,808.2
21368,807.71
21369,807.7999999999997
21370,807.7999999999997
21371,808.43
21372,808.4199999999997
21373,808.36
21374,808.61
21375,809.2799999999999
21376,809.25
21377,810.0
21378,809.38
21379,809.6499999999999
21380,810.1
21381,809.39
21382,809.24
21383,808.8999999999999
21384,809.2899999999997
21385,809.48
21386,809.595
21387,809.2355999999999
21388,809.055
21389,808.89
21390,809.18
21391,809.1
21392,809.0399999999997
21393,809.27
21394,808.8999999999999
21395,808.73
21396,808.76
21397,808.26
21398,808.5299999999999
21399,808.33
21400,808.94
21401,809.0399999999997
21402,808.6499999999999
21403,808.69
21404,809.1699999999997
21405,808.82
21406,808.86
21407,809.11
21408,808.94
21409,809.71
21410,809.72
21411,810.0145
21412,810.09
21413,810.18
21414,810.49
21415,810.445
21416,810.4249999999997
21417,810.32
21418,810.52
21419,810.08
21420,810.1599999999999
21421,809.6599999999999
21422,809.2999999999997
21423,809.86
21424,809.6499999999999
21425,809.33
21426,808.8999999999999
21427,808.75
21428,809.3999999999999
21429,809.36
21430,809.32
21431,809.83
21432,808.9099999999999
21433,809.5299999999999
21434,809.07
21435,809.575
21436,809.47
21437,809.36
21438,809.7899999999997
21439,809.71
21440,809.8189
21441,810.0
21442,809.7749999999999
21443,809.5
21444,809.96
21445,810.23
21446,809.98
21447,809.6599999999999
21448,809.1699999999997
21449,809.225
21450,809.57
21451,810.06
21452,812.0
21453,811.735
21454,810.72
21455,810.72
21456,810.37
21457,810.96
21458,810.635
21459,810.555
21460,810.32
21461,809.93
21462,809.9475
21463,810.02
21464,810.3999999999999
21465,810.81
21466,811.43
21467,811.7269999999999
21468,811.62
21469,811.76
21470,811.685
21471,811.2
21472,811.38
21473,810.595
21474,811.2899999999997
21475,810.975
21476,811.4606
21477,811.315
21478,810.36
21479,810.61
21480,810.0399999999997
21481,810.0
21482,809.86
21483,810.0
21484,810.99
21485,811.1499999999999
21486,811.2999999999997
21487,810.685
21488,810.7
21489,810.4199999999997
21490,810.26
21491,810.3999999999999
21492,809.7899999999997
21493,809.9149999999997
21494,809.5399999999997
21495,809.82
21496,810.0399999999997
21497,810.3777
21498,810.0417
21499,809.3187
21500,809.61
21501,809.46
21502,809.5
21503,809.195
21504,809.2899999999997
21505,809.355
21506,809.5774999999999
21507,809.7999999999997
21508,809.74
21509,809.68
21510,809.4099999999999
21511,809.4624999999999
21512,809.43
21513,809.36
21514,809.35
21515,809.345
21516,809.0
21517,808.82
21518,809.07
21519,809.0
21520,809.26
21521,808.9496
21522,809.09
21523,808.87
21524,809.27
21525,809.07
21526,809.68
21527,808.9001
21528,809.8999999999999
21529,809.5037499999999
21530,809.1074999999997
21531,808.8967
21532,808.8325
21533,809.1699999999997
21534,809.12
21535,808.7999999999997
21536,808.93
21537,809.0499999999997
21538,809.35
21539,809.34
21540,809.6775
21541,809.57
21542,810.14
21543,810.5733
21544,810.01
21545,810.84
21546,810.1599999999999
21547,810.2999999999997
21548,810.4972
21549,810.18
21550,810.3
21551,810.4199999999997
21552,810.3599999999999
21553,810.2999999999997
21554,809.7663
21555,809.61815
21556,809.47
21557,809.25
21558,809.58
21559,809.6699999999997
21560,809.74
21561,809.62
21562,809.8050000000003
21563,809.99
21564,809.98
21565,810.3963999999999
21566,810.5
21567,810.2819999999997
21568,810.57
21569,810.21
21570,810.5499999999997
21571,810.74
21572,811.36
21573,811.59
21574,811.97
21575,811.552
21576,811.6060000000001
21577,811.6599999999999
21578,811.7641999999997
21579,811.49
21580,811.355
21581,810.72
21582,811.2469999999997
21583,811.23
21584,810.75
21585,811.0297
21586,811.09985
21587,811.1699999999997
21588,811.18
21589,811.21475
21590,811.2495
21591,811.215
21592,811.1379
21593,811.0607999999999
21594,811.08
21595,810.82
21596,811.1
21597,811.2
21598,811.23
21599,811.1499999999999
21600,811.0449999999997
21601,811.0449999999997
21602,811.1527999999997
21603,811.0299999999999
21604,811.38
21605,811.6
21606,811.75
21607,811.5
21608,811.4200000000003
21609,811.34
21610,811.46
21611,811.58
21612,811.5399999999997
21613,811.75
21614,811.96
21615,811.845
21616,811.7208
21617,811.5904
21618,811.46
21619,811.5
21620,811.46
21621,811.5399999999997
21622,811.84
21623,811.6699999999997
21624,812.24
21625,811.96
21626,811.84
21627,812.09
21628,811.97
21629,812.27
21630,811.89
21631,812.12
21632,811.97
21633,811.6051999999999
21634,811.56
21635,811.7239999999997
21636,812.3299
21637,811.87
21638,811.7843
21639,811.6986
21640,811.5983999999999
21641,811.5
21642,811.49
21643,811.5550000000003
21644,811.62
21645,811.26
21646,811.87
21647,811.81
21648,811.78
21649,811.75
21650,811.5399999999997
21651,811.22
21652,811.5
21653,811.2799999999999
21654,811.82
21655,811.82
21656,811.25
21657,811.62
21658,811.24
21659,811.25
21660,811.21
21661,811.21
21662,811.4199999999997
21663,811.5499999999997
21664,811.69
21665,811.23
21666,811.61
21667,811.6800000000003
21668,811.75
21669,811.7749999999999
21670,811.7999999999997
21671,812.0
21672,811.5598999999999
21673,811.6929
21674,811.80565
21675,811.9184
21676,811.555
21677,811.5566666666666
21678,811.5583333333333
21679,811.56
21680,811.87
21681,811.97
21682,811.95
21683,812.0499999999997
21684,812.23
21685,812.12
21686,812.13
21687,812.3999999999999
21688,812.3524999999997
21689,812.31
21690,812.39
21691,812.4697
21692,812.24485
21693,812.02
21694,812.2799999999999
21695,812.2299999999997
21696,812.18
21697,812.22
21698,812.14
21699,812.0647
21700,812.1499999999999
21701,811.71
21702,811.7695999999999
21703,811.8397999999999
21704,811.9099999999999
21705,811.99
21706,811.97
21707,811.8633333333332
21708,811.7566666666665
21709,811.6499999999999
21710,811.4361999999999
21711,811.2224
21712,811.61
21713,811.2001
21714,811.7
21715,811.7025
21716,812.08
21717,812.2
21718,812.21
21719,812.39
21720,812.48
21721,812.38
21722,812.6
21723,812.48
21724,812.27
21725,812.64
21726,812.09
21727,811.8999999999999
21728,812.3415999999999
21729,812.46
21730,812.64
21731,813.4935
21732,813.5
21733,813.4899
21734,813.9699
21735,813.77
21736,813.73
21737,814.0
21738,814.39
21739,814.0299999999999
21740,813.99
21741,813.82
21742,814.0
21743,814.1800000000003
21744,814.36
21745,814.385
21746,814.1699999999997
21747,814.31
21748,813.84
21749,813.77
21750,813.711
21751,813.95
21752,813.84
21753,813.99
21754,814.2999999999997
21755,814.5
21756,814.2999999999997
21757,813.96
21758,814.12
21759,813.99
21760,813.76
21761,813.6
21762,813.44
21763,813.44
21764,813.2999999999997
21765,813.1699999999997
21766,812.6599999999999
21767,813.14
21768,813.1352
21769,813.5399999999997
21770,813.24
21771,813.31
21772,813.5625
21773,813.4199999999997
21774,813.5702999999999
21775,813.51
21776,813.44
21777,813.2899999999997
21778,813.26
21779,813.02
21780,812.89
21781,812.56
21782,812.7
21783,812.815
21784,812.93
21785,812.46
21786,812.75
21787,812.75
21788,812.7799999999999
21789,812.95
21790,812.63
21791,812.5299999999999
21792,812.635
21793,812.73
21794,812.27
21795,812.63
21796,812.33
21797,812.345
21798,812.3999999999999
21799,812.32
21800,812.61
21801,812.5867
21802,812.72
21803,812.81
21804,812.51
21805,812.36
21806,812.06
21807,811.635
21808,811.735
21809,811.485
21810,811.7575
21811,811.33
21812,811.1499999999999
21813,811.09
21814,810.85
21815,810.82
21816,810.38
21817,811.08
21818,810.98
21819,811.33
21820,811.95
21821,811.72
21822,812.4249999999997
21823,812.73
21824,812.4199999999997
21825,812.51
21826,812.72
21827,812.6755
21828,812.61
21829,812.96
21830,812.38
21831,812.24
21832,812.23
21833,812.07
21834,811.72
21835,812.01
21836,812.0399999999997
21837,811.7999999999997
21838,811.8999999999999
21839,812.06
21840,811.77
21841,805.72
21842,804.995
21843,805.37
21844,804.64
21845,804.9859
21846,804.3999999999999
21847,803.5399999999997
21848,801.73
21849,803.01
21850,802.11
21851,801.935
21852,802.0399999999997
21853,801.7849999999999
21854,802.1549999999999
21855,802.01
21856,802.0
21857,802.11
21858,802.1216
21859,801.4199999999997
21860,801.68
21861,801.5399999999997
21862,800.485
21863,799.815
21864,799.32
21865,799.37
21866,798.625
21867,799.48
21868,799.57
21869,800.14
21870,800.07
21871,799.2999999999997
21872,799.84
21873,799.89
21874,800.5204
21875,800.51
21876,800.18
21877,800.32
21878,800.6699999999997
21879,801.25
21880,801.32
21881,800.51
21882,800.7
21883,800.22
21884,800.77
21885,800.83
21886,802.31
21887,801.75
21888,801.09
21889,801.23
21890,801.18
21891,801.0399999999997
21892,801.3895999999999
21893,801.51
21894,801.31
21895,801.27
21896,801.5
21897,801.6699999999997
21898,800.46
21899,800.88
21900,800.74
21901,800.2
21902,800.25
21903,800.4128
21904,800.6146999999999
21905,801.99
21906,802.02
21907,802.69
21908,802.62
21909,802.59
21910,802.43
21911,802.4051
21912,802.2799999999999
21913,802.09
21914,801.5
21915,801.96
21916,801.48
21917,801.0
21918,800.39
21919,800.27
21920,800.33
21921,800.437
21922,800.2899999999997
21923,800.09
21924,800.48
21925,800.015
21926,800.0
21927,800.2899999999997
21928,800.37
21929,800.14
21930,800.6499999999999
21931,800.5
21932,799.8999999999999
21933,800.0
21934,800.075
21935,799.965
21936,800.2
21937,799.75
21938,800.21
21939,800.2799999999999
21940,800.1
21941,799.8999999999999
21942,800.31
21943,800.61
21944,800.6
21945,800.5399999999997
21946,800.68
21947,800.58
21948,801.0
21949,801.345
21950,801.495
21951,801.5429
21952,801.21
21953,801.23
21954,801.48
21955,801.2087
21956,801.49
21957,801.93
21958,801.6699999999997
21959,801.5229
21960,801.5399999999997
21961,801.59
21962,801.7
21963,802.1499999999999
21964,802.14
21965,802.14
21966,802.2999999999997
21967,802.57
21968,802.37
21969,802.08
21970,802.25
21971,802.345
21972,802.44
21973,802.4099999999999
21974,802.56
21975,802.71
21976,802.95
21977,803.2989999999999
21978,802.98
21979,802.89
21980,803.1
21981,802.87
21982,802.9049999999999
21983,802.9099999999999
21984,802.75
21985,802.74
21986,802.7899999999997
21987,802.645
21988,802.985
21989,802.72
21990,802.61
21991,803.01
21992,802.5398
21993,802.435
21994,802.25
21995,802.1499999999999
21996,802.0399999999997
21997,802.72
21998,802.58
21999,802.34
22000,802.22
22001,802.7799999999999
22002,802.5399999999997
22003,802.2799999999999
22004,802.61
22005,802.44
22006,802.7999999999997
22007,802.3999999999999
22008,802.347
22009,802.2648
22010,802.2749999999999
22011,802.08
22012,802.1
22013,802.23
22014,802.125
22015,802.0299999999999
22016,801.5
22017,801.82
22018,802.09
22019,801.9399999999997
22020,801.7899999999997
22021,801.99
22022,801.76
22023,801.93
22024,802.13
22025,801.96
22026,802.0449999999997
22027,802.3999999999999
22028,802.83
22029,803.56
22030,803.19
22031,803.73
22032,803.85
22033,803.89
22034,804.12
22035,803.9199999999997
22036,803.98
22037,803.98
22038,803.965
22039,803.86
22040,804.12
22041,804.2799999999999
22042,804.1649999999997
22043,804.32
22044,804.09
22045,804.09
22046,804.25
22047,804.24
22048,804.21
22049,804.27
22050,804.12
22051,804.0399999999997
22052,804.09
22053,804.08
22054,804.1699999999997
22055,804.33
22056,804.185
22057,804.0
22058,804.4099999999999
22059,804.2
22060,804.33
22061,804.06
22062,804.1
22063,804.07
22064,803.7999999999997
22065,803.7
22066,803.84
22067,803.5301
22068,803.27
22069,803.335
22070,803.2
22071,803.005
22072,803.01
22073,802.93
22074,802.9899999999999
22075,803.0499999999997
22076,803.0899999999997
22077,803.13
22078,803.2487999999997
22079,803.1699999999997
22080,803.2099999999997
22081,803.25
22082,802.8444
22083,802.72
22084,803.02
22085,802.86
22086,803.01
22087,802.7799999999999
22088,802.99
22089,802.56
22090,802.9199999999997
22091,802.75
22092,803.24
22093,803.27
22094,803.0999999999997
22095,802.93
22096,802.9449999999997
22097,802.96
22098,802.58
22099,802.62
22100,802.99
22101,803.01
22102,803.2899999999997
22103,803.57
22104,803.68
22105,803.7
22106,804.12
22107,803.7999999999997
22108,803.9949999999999
22109,804.19
22110,803.8401
22111,804.24
22112,804.46
22113,804.51
22114,804.965
22115,804.7999999999997
22116,804.7999999999997
22117,804.575
22118,804.355
22119,804.35
22120,804.4199999999997
22121,804.1499999999999
22122,804.13
22123,804.08
22124,803.93
22125,803.87
22126,803.89
22127,803.79
22128,803.69
22129,803.72
22130,803.8999999999999
22131,803.7799999999999
22132,803.96
22133,804.24
22134,804.3405
22135,804.3802499999997
22136,804.4199999999997
22137,804.44
22138,804.48
22139,804.24
22140,804.5299999999999
22141,804.7
22142,804.4199999999997
22143,804.3999999999999
22144,804.38
22145,804.38
22146,804.02
22147,804.005
22148,803.98
22149,804.1599999999999
22150,804.1049999999997
22151,804.0499999999997
22152,804.44
22153,804.6
22154,804.2899999999997
22155,804.1410000000003
22156,804.61
22157,804.335
22158,804.32
22159,804.4099999999999
22160,804.18
22161,804.61
22162,804.35
22163,804.375
22164,804.3999999999999
22165,804.57
22166,804.84
22167,804.32
22168,804.68
22169,804.5
22170,804.6499999999999
22171,804.7999999999997
22172,804.71
22173,804.75
22174,804.6699999999997
22175,804.68
22176,804.69
22177,804.72
22178,804.97
22179,805.08
22180,805.27
22181,805.47
22182,805.5
22183,805.4099999999999
22184,805.46
22185,805.1499999999999
22186,805.1599999999999
22187,804.8999999999999
22188,804.97
22189,804.765
22190,804.74
22191,804.262
22192,804.5299999999999
22193,804.33
22194,804.86
22195,804.5195
22196,804.2999999999997
22197,803.8999999999999
22198,803.51
22199,803.74
22200,803.6699999999997
22201,804.14
22202,803.71
22203,803.705
22204,803.7161
22205,804.14
22206,804.455
22207,804.205
22208,804.0249999999999
22209,804.195
22210,804.1699999999997
22211,804.2999999999997
22212,804.4488
22213,804.6499999999999
22214,804.2999999999997
22215,804.23
22216,804.27
22217,804.63
22218,804.64
22219,804.14
22220,803.5
22221,803.5
22222,803.51
22223,803.59
22224,803.61
22225,803.5499999999997
22226,803.76
22227,803.5449999999997
22228,803.32
22229,803.56
22230,804.08
22231,807.3999999999999
22232,809.49
22233,809.43
22234,809.22
22235,809.13
22236,809.9099999999999
22237,809.58
22238,809.435
22239,808.88
22240,807.96
22241,808.5299999999999
22242,808.59
22243,808.6173999999999
22244,808.7
22245,808.87
22246,808.87
22247,809.0
22248,809.35
22249,809.195
22250,809.38
22251,809.25
22252,808.61
22253,807.75
22254,808.1001999999999
22255,808.27
22256,808.35
22257,807.9199999999997
22258,808.6499999999999
22259,808.69
22260,807.71
22261,807.43
22262,807.895
22263,807.6
22264,807.35
22265,807.4199999999997
22266,807.51
22267,807.6699999999997
22268,807.7899999999997
22269,807.51
22270,807.72
22271,807.43
22272,807.6499999999999
22273,807.86
22274,807.75
22275,807.45
22276,807.82
22277,807.7
22278,807.59
22279,807.73
22280,807.5499999999997
22281,807.84
22282,807.59
22283,807.57
22284,807.46
22285,807.49
22286,807.3389999999997
22287,807.22
22288,807.14
22289,807.35
22290,807.21
22291,807.95
22292,808.002
22293,807.5499999999997
22294,807.56
22295,807.58
22296,808.0338
22297,807.77
22298,807.84
22299,808.21
22300,808.0499999999997
22301,808.31
22302,808.1717
22303,808.11
22304,808.055
22305,808.19
22306,808.5
22307,808.18
22308,808.32
22309,808.62
22310,808.48
22311,808.1599999999999
22312,807.9199999999997
22313,808.135
22314,807.94
22315,808.06
22316,808.025
22317,807.99
22318,807.827
22319,808.385
22320,808.27
22321,808.5299999999999
22322,808.44
22323,808.5499999999997
22324,808.27
22325,807.86
22326,807.61
22327,808.1599999999999
22328,808.0399999999997
22329,808.2
22330,808.2
22331,807.9495
22332,808.0399999999997
22333,807.87
22334,807.72
22335,807.32
22336,807.2215999999999
22337,807.33
22338,807.4199999999997
22339,807.5294999999999
22340,807.6389999999999
22341,807.0299999999999
22342,807.6
22343,807.74
22344,807.6264999999999
22345,807.605
22346,807.32
22347,807.44
22348,806.75
22349,806.64
22350,806.22
22351,805.59
22352,805.33
22353,805.45
22354,805.4371
22355,805.95
22356,805.75
22357,805.6599999999999
22358,805.9199999999997
22359,805.64
22360,805.6549999999999
22361,805.0299999999999
22362,805.1499999999999
22363,805.39
22364,805.345
22365,805.2475
22366,805.1499999999999
22367,805.12
22368,804.7
22369,804.27
22370,804.5
22371,804.5625
22372,804.33
22373,804.32
22374,804.4199999999997
22375,804.5299999999999
22376,804.2799999999999
22377,804.6599999999999
22378,804.455
22379,804.395
22380,804.2
22381,804.4199999999997
22382,804.2075
22383,804.3802
22384,804.2
22385,804.19
22386,804.2999999999997
22387,804.08
22388,803.7899999999997
22389,804.18
22390,804.14
22391,803.76
22392,803.82
22393,803.595
22394,803.4099999999999
22395,803.2749999999999
22396,803.1749999999997
22397,802.495
22398,802.47
22399,802.7
22400,802.9199999999997
22401,803.0249999999999
22402,803.1699999999997
22403,802.95
22404,802.9831
22405,803.38
22406,803.1749999999997
22407,803.39
22408,803.5566
22409,803.88
22410,804.0299999999999
22411,804.5
22412,804.58
22413,804.72
22414,804.9119999999997
22415,805.09
22416,804.97
22417,805.0366666666665
22418,805.1033333333332
22419,805.1699999999997
22420,805.2475
22421,805.325
22422,805.86
22423,805.47
22424,805.5
22425,805.7
22426,805.36
22427,805.27
22428,805.11
22429,805.35
22430,805.315
22431,805.32
22432,805.465
22433,805.61
22434,805.6366666666668
22435,805.6633333333334
22436,805.69
22437,805.2999999999997
22438,805.2999999999997
22439,805.14
22440,805.08125
22441,805.0224999999997
22442,804.9637499999999
22443,804.9049999999999
22444,804.86
22445,804.59
22446,804.5233333333333
22447,804.4566666666667
22448,804.39
22449,804.97
22450,805.24
22451,805.34
22452,805.52
22453,805.3838
22454,805.2899999999997
22455,805.43
22456,805.56995
22457,805.7099
22458,805.5749249999999
22459,805.43995
22460,805.3049749999999
22461,805.1699999999997
22462,805.83
22463,805.71
22464,805.615
22465,805.4249999999997
22466,805.4249999999997
22467,805.1830999999999
22468,805.2143999999997
22469,805.2171999999997
22470,805.22
22471,805.48
22472,805.45
22473,805.61
22474,806.18
22475,806.51
22476,806.5399999999997
22477,806.1699999999997
22478,806.32
22479,806.1199999999999
22480,805.9199999999997
22481,805.68
22482,805.56
22483,805.5266666666665
22484,805.4933333333332
22485,805.46
22486,805.375
22487,805.2900000000003
22488,805.205
22489,805.5499999999997
22490,805.225
22491,805.265
22492,804.95
22493,805.22
22494,805.25
22495,805.28
22496,805.31
22497,805.44
22498,805.57
22499,805.71
22500,805.45
22501,805.2799999999999
22502,804.72
22503,804.82
22504,804.805
22505,804.96
22506,804.495
22507,804.5636
22508,804.4018
22509,804.24
22510,804.355
22511,804.11
22512,804.12
22513,804.1649999999997
22514,804.24
22515,804.301
22516,804.47
22517,804.58
22518,804.7448
22519,804.88
22520,804.97
22521,805.185
22522,805.08
22523,804.845
22524,805.36
22525,805.125
22526,805.26
22527,805.14
22528,805.5499999999997
22529,805.4199999999997
22530,805.97
22531,806.0299999999999
22532,805.5
22533,805.48
22534,805.48
22535,805.5299999999999
22536,805.19
22537,805.29
22538,805.39
22539,805.47
22540,805.3999999999999
22541,805.3149999999997
22542,805.23
22543,805.28
22544,805.33
22545,805.38
22546,805.25
22547,805.12
22548,804.99
22549,805.0299999999999
22550,805.0538
22551,805.1699999999997
22552,805.056
22553,805.0499999999997
22554,804.88
22555,804.72
22556,805.02
22557,804.62
22558,804.6699999999997
22559,804.3999999999999
22560,804.13
22561,804.2799999999999
22562,804.46
22563,804.6998999999997
22564,804.88
22565,804.5924
22566,804.685
22567,805.24
22568,805.0299999999999
22569,805.11
22570,805.3999999999999
22571,805.3999999999999
22572,805.31
22573,805.4656999999999
22574,805.36
22575,805.4099999999999
22576,805.2749999999999
22577,805.14
22578,805.0299999999999
22579,804.98
22580,804.95
22581,804.82
22582,804.9849999999999
22583,805.1499999999999
22584,804.9199999999997
22585,804.87
22586,804.88
22587,804.63
22588,804.74
22589,804.93
22590,804.6
22591,804.7
22592,804.68
22593,805.27
22594,804.83
22595,805.18
22596,805.1499999999999
22597,805.25
22598,805.49
22599,805.71
22600,805.87
22601,805.7999999999997
22602,805.76
22603,805.73
22604,805.69
22605,805.59
22606,805.4049999999999
22607,805.5344
22608,805.68
22609,805.3330000000003
22610,805.18
22611,805.0499999999997
22612,805.085
22613,804.7899999999997
22614,804.51
22615,804.69
22616,804.8999999999999
22617,804.76
22618,804.94
22619,805.0299
22620,804.6
22621,806.2999999999997
22622,806.01
22623,805.7999999999997
22624,806.5
22625,806.34
22626,806.35
22627,805.75
22628,806.02
22629,805.38
22630,804.76
22631,804.82
22632,804.46
22633,804.52
22634,804.4099999999999
22635,804.6699999999997
22636,804.895
22637,804.8974999999997
22638,804.8999999999999
22639,805.74
22640,805.7799999999999
22641,806.45
22642,807.76
22643,807.1499999999999
22644,806.94
22645,806.1499999999999
22646,806.2899999999997
22647,806.615
22648,806.58
22649,806.01
22650,806.2405
22651,806.49
22652,806.5499999999997
22653,807.36
22654,807.68
22655,807.46
22656,807.0349999999999
22657,807.4262
22658,807.57
22659,808.7445
22660,809.01
22661,809.24
22662,808.99
22663,809.01
22664,809.21
22665,809.2
22666,809.485
22667,809.83
22668,809.07
22669,809.25
22670,809.58
22671,809.25
22672,808.2899999999997
22673,809.06
22674,809.99
22675,811.12
22676,811.2
22677,812.13
22678,811.96
22679,812.32
22680,812.2799999999999
22681,811.98
22682,812.0299999999999
22683,812.0299999999999
22684,812.2899999999997
22685,812.43
22686,812.575
22687,812.8474999999999
22688,812.75
22689,813.08
22690,812.7899999999997
22691,812.7412
22692,813.1599999999999
22693,813.1699999999997
22694,813.0399999999997
22695,812.37
22696,811.77
22697,812.1490999999999
22698,811.7101
22699,811.72
22700,812.0499999999997
22701,811.85
22702,811.72
22703,812.0
22704,811.56
22705,811.7899999999997
22706,811.61
22707,811.88
22708,811.6749999999997
22709,812.0924999999999
22710,811.9199999999997
22711,812.0299999999999
22712,812.31
22713,812.685
22714,812.6749999999997
22715,812.2
22716,812.18
22717,812.11
22718,811.3999999999999
22719,811.3810000000003
22720,811.4355
22721,811.49
